condition,eval_cell,seed,episode,instance,success,flagged,failure_mode,regrasp,notes
recovery,new_positions,2000,11,E4,0,,timeout_other,,went to t6
recovery,new_positions,2000,12,E4,0,,no_departure,,
recovery,new_positions,2000,13,E5,0,,timeout_other,,went between t6 and t7
recovery,new_positions,2000,14,E5,0,,timeout_other,,went to t6
recovery,new_positions,2000,15,E5,0,,timeout_other,,went to t6
recovery,reduced_lighting,2000,1,-,1,,success_after_missed_grasp,,
recovery,reduced_lighting,2000,2,-,1,,success,,
recovery,reduced_lighting,2000,3,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,4,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,5,-,1,,success_after_drop,Succeeded,
recovery,reduced_lighting,2000,6,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,7,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,8,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,9,-,1,,success_after_drop,Succeeded,
recovery,reduced_lighting,2000,10,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,11,-,0,,deliberate_drop,Failed,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit"
recovery,reduced_lighting,2000,12,-,0,,deliberate_drop,Failed,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit"
recovery,reduced_lighting,2000,13,-,0,,deliberate_drop,Failed,
recovery,reduced_lighting,2000,14,-,1,,success_after_drop,Succeeded,"Placed cube in the cup at the last few seconds, ran out of time as it was returning, but it did place cup"
recovery,reduced_lighting,2000,15,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,1,-,0,,grasp_drop,,Missed the cup when dropping the cube
recovery,different_object,2000,2,-,1,,success_after_drop,Succeeded,
recovery,different_object,2000,3,-,1,,success,,
recovery,different_object,2000,4,-,0,,grasp_drop,,"May be a deliberate drop but it didn't stop like it usually does, taking conservative approach and saying grasp drop"
recovery,different_object,2000,5,-,1,,success,,
recovery,different_object,2000,6,-,1,,success,,
recovery,different_object,2000,7,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,8,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,9,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,10,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,11,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,12,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,13,-,0,,deliberate_drop,Failed,
recovery,different_object,2000,14,-,1,,success,,
recovery,different_object,2000,15,-,0,,deliberate_drop,Failed,
recovery,distractors,2000,1,-,1,,success,,
recovery,distractors,2000,2,-,1,,success,,
recovery,distractors,2000,3,-,1,,success,,
recovery,distractors,2000,4,-,1,,success,,arm kept moving after placing the cup
recovery,distractors,2000,5,-,1,,success,,arm kept moving after placing the cup
recovery,distractors,2000,6,-,0,,contact_no_grasp,,claw pushed cube as it tried to close
recovery,distractors,2000,7,-,1,,success,,
recovery,distractors,2000,8,-,0,,deliberate_drop,Failed,
recovery,distractors,2000,9,-,1,,success,,
recovery,distractors,2000,10,-,1,,success,,
recovery,distractors,2000,11,-,1,,success,,arm kept moving after placing the cup
recovery,distractors,2000,12,-,1,,success,,
recovery,distractors,2000,13,-,1,,success,,
recovery,distractors,2000,14,-,1,,success,,
recovery,distractors,2000,15,-,0,,deliberate_drop,Succeeded,"Dropped the cube on purpose, picked it up, held over cup, then pulled back and dropped, then failed to pick up"
color,in_distribution,2000,1,-,0,,timeout_other,,"Failed a few times, eventually picked up cube and brought it over the cup but ran out of time before releasing"
color,in_distribution,2000,2,-,1,,success,,
color,in_distribution,2000,3,-,1,,success,,
color,in_distribution,2000,4,-,1,,success,,
color,in_distribution,2000,5,-,1,,success,,
color,in_distribution,2000,6,-,0,,contact_no_grasp,,while trying to grasp squeezed cube and it landed towards edeg 
color,in_distribution,2000,7,-,1,,success,,
color,in_distribution,2000,8,-,1,,success,,
color,in_distribution,2000,9,-,0,,contact_no_grasp,,
color,in_distribution,2000,10,-,1,,success,,
color,in_distribution,2000,11,-,1,,success,,
color,in_distribution,2000,12,-,1,,success,,
color,in_distribution,2000,13,-,1,,success,,
color,in_distribution,2000,14,-,1,,success,,
color,in_distribution,2000,15,-,1,,success,,
color,new_positions,2000,1,E1,0,,timeout_other,,went to t6
color,new_positions,2000,2,E1,0,,timeout_other,,went to t6
color,new_positions,2000,3,E1,0,,timeout_other,,went to t6
color,new_positions,2000,4,E2,0,,timeout_other,,went to t6
color,new_positions,2000,5,E2,0,,timeout_other,,went to t6
color,new_positions,2000,6,E2,0,,timeout_other,,went to t6
color,new_positions,2000,7,E3,0,,timeout_other,,went to t6
color,new_positions,2000,8,E3,0,,timeout_other,,went to t6
color,new_positions,2000,9,E3,0,,timeout_other,,went to t6
color,new_positions,2000,10,E4,0,,timeout_other,,went to t6
color,new_positions,2000,11,E4,0,,timeout_other,,went to t6
color,new_positions,2000,12,E4,0,,timeout_other,,went to t6
color,new_positions,2000,13,E5,0,,timeout_other,,went to t6
color,new_positions,2000,14,E5,0,,timeout_other,,went to t6
color,new_positions,2000,15,E5,0,,timeout_other,,went to t6
color,reduced_lighting,2000,1,-,0,,contact_no_grasp,,"On grasp attempt, squeezed cube and pushed it up the cube or firmly have it, didn't lift up so not counting as grasp drop"
color,reduced_lighting,2000,2,-,1,,success,,
color,reduced_lighting,2000,3,-,1,,success,,
color,reduced_lighting,2000,4,-,1,,success,,
color,reduced_lighting,2000,5,-,1,,success,,
color,reduced_lighting,2000,6,-,1,,success,,
color,reduced_lighting,2000,7,-,1,,success,,
color,reduced_lighting,2000,8,-,1,,success,,
color,reduced_lighting,2000,9,-,1,,success,,
color,reduced_lighting,2000,10,-,1,,success,,"Pushed cup an inch to the left but everything stayed upright, counting as a success"
color,reduced_lighting,2000,11,-,1,,success,,
color,reduced_lighting,2000,12,-,1,,success,,
color,reduced_lighting,2000,13,-,1,,success,,
color,reduced_lighting,2000,14,-,1,,success,,
color,reduced_lighting,2000,15,-,1,,success,,
color,different_object,2000,1,-,1,,success,,
color,different_object,2000,2,-,1,,success,,
color,different_object,2000,3,-,1,,success,,
color,different_object,2000,4,-,1,,success,,
color,different_object,2000,5,-,1,,success,,
color,different_object,2000,6,-,1,,success,,
color,different_object,2000,7,-,1,,success,,
color,different_object,2000,8,-,1,,success,,
color,different_object,2000,9,-,1,,success,,
color,different_object,2000,10,-,1,,success,,
color,different_object,2000,11,-,1,,success,,
color,different_object,2000,12,-,1,,success,,
color,different_object,2000,13,-,1,,success,,
color,different_object,2000,14,-,1,,success,,
color,different_object,2000,15,-,1,,success,,
color,distractors,2000,1,-,1,,success,,
color,distractors,2000,2,-,1,,success,,
color,distractors,2000,3,-,1,,success,,
color,distractors,2000,4,-,1,,success,,
color,distractors,2000,5,-,1,,success,,
color,distractors,2000,6,-,1,,success,,
color,distractors,2000,7,-,1,,success,,
color,distractors,2000,8,-,1,,success,,
color,distractors,2000,9,-,1,,success,,
color,distractors,2000,10,-,1,,success,,
color,distractors,2000,11,-,1,,success,,
color,distractors,2000,12,-,1,,success,,
color,distractors,2000,13,-,1,,success,,
color,distractors,2000,14,-,1,,success,,
color,distractors,2000,15,-,1,,success,,
