policy,condition,seed,cell,episode,n_frames,duration_s,max_dev_deg,departed,latency_s,deg_per_step,peak_deg_step,exec_s,success,failure_mode,regrasp,instance
color,color,1000,new_positions,4,1150,38.29999923706055,130.51,True,23.97,0.8551,9.225,14.33,0,timeout_other,,E2
color,color,1000,new_positions,5,1151,38.33333206176758,137.53,True,5.73,0.6129,25.014,32.6,0,timeout_other,,E2
color,color,1000,new_positions,6,1151,38.33333206176758,136.47,True,12.2,0.5787,12.252,26.13,0,timeout_other,,E2
color,color,1000,new_positions,7,1151,38.33333206176758,136.38,True,1.6,0.5249,6.905,36.73,0,timeout_other,,E3
color,color,1000,new_positions,8,1151,38.33333206176758,133.82,True,1.43,0.5276,8.004,36.9,0,timeout_other,,E3
color,color,1000,new_positions,9,1151,38.33333206176758,134.97,True,1.87,0.5087,7.677,36.47,0,timeout_other,,E3
color,color,1000,new_positions,10,1151,38.33333206176758,131.51,True,2.37,0.5933,9.702,35.97,0,timeout_other,,E4
color,color,1000,new_positions,11,1151,38.33333206176758,135.19,True,2.13,0.5542,7.553,36.2,0,timeout_other,,E4
color,color,1000,new_positions,12,1151,38.33333206176758,141.99,True,2.4,0.5748,8.05,35.93,0,timeout_other,,E4
color,color,1000,new_positions,13,1151,38.33333206176758,132.93,True,2.83,0.6039,7.824,35.5,0,timeout_other,,E5
color,color,1000,new_positions,14,1150,38.29999923706055,132.26,True,1.7,0.6596,8.678,36.6,0,timeout_other,,E5
color,color,1000,new_positions,15,1115,37.13333511352539,124.39,True,4.0,0.6953,9.009,33.13,0,timeout_other,,E5
color,color,1000,reduced_lighting,1,332,11.033333778381348,145.35,True,0.47,0.8937,8.163,10.57,1,success,,-
color,color,1000,reduced_lighting,2,1151,38.33333206176758,135.54,True,0.77,0.6525,11.003,37.57,0,contact_no_grasp,,-
color,color,1000,reduced_lighting,3,390,12.966666221618652,148.64,True,1.2,0.9104,8.629,11.77,1,success,,-
color,color,1000,reduced_lighting,4,383,12.733333587646484,146.4,True,0.53,0.8634,8.696,12.2,1,success,,-
color,color,1000,reduced_lighting,5,1151,38.33333206176758,139.36,True,0.7,0.6124,12.022,37.63,0,contact_no_grasp,,-
color,color,1000,reduced_lighting,6,379,12.600000381469727,142.13,True,0.77,0.8996,7.201,11.83,1,success,,-
color,color,1000,reduced_lighting,7,438,14.566666603088379,146.16,True,1.57,0.8433,12.026,13.0,1,success,,-
color,color,1000,reduced_lighting,8,337,11.199999809265137,148.46,True,0.67,0.8992,8.267,10.53,1,success,,-
color,color,1000,reduced_lighting,9,351,11.666666984558105,144.06,True,1.17,0.9212,8.038,10.5,1,success,,-
color,color,1000,reduced_lighting,10,351,11.666666984558105,147.72,True,0.7,0.8792,9.343,10.97,1,success,,-
color,color,1000,reduced_lighting,11,1151,38.33333206176758,135.15,True,0.57,0.7398,10.157,37.77,0,contact_no_grasp,,-
color,color,1000,reduced_lighting,12,379,12.600000381469727,144.9,True,0.87,0.9266,9.252,11.73,1,success,,-
color,color,1000,reduced_lighting,13,566,18.83333396911621,141.47,True,0.6,0.7472,10.716,18.23,1,success_after_missed_grasp,,-
color,color,1000,reduced_lighting,14,405,13.466666221618652,148.77,True,0.57,0.857,9.049,12.9,1,success,,-
color,color,1000,reduced_lighting,15,426,14.166666984558105,147.21,True,0.47,0.8625,8.117,13.7,1,success,,-
color-seed2000,color,2000,different_object,1,400,13.300000190734863,139.23,True,2.17,0.8472,8.306,11.13,1,success,,-
color-seed2000,color,2000,different_object,2,372,12.366666793823242,139.04,True,1.43,0.9131,14.259,10.93,1,success,,-
color-seed2000,color,2000,different_object,3,368,12.233333587646484,143.88,True,0.73,0.8269,6.16,11.5,1,success,,-
color-seed2000,color,2000,different_object,4,401,13.333333015441895,149.28,True,1.47,0.8807,7.957,11.87,1,success,,-
color-seed2000,color,2000,different_object,5,413,13.733333587646484,143.83,True,1.57,0.8889,14.929,12.17,1,success,,-
color-seed2000,color,2000,different_object,6,399,13.266666412353516,144.21,True,1.63,0.8583,8.911,11.63,1,success,,-
color-seed2000,color,2000,different_object,7,401,13.333333015441895,145.11,True,1.83,0.8978,10.521,11.5,1,success,,-
color-seed2000,color,2000,different_object,8,383,12.733333587646484,141.64,True,0.7,0.8794,8.732,12.03,1,success,,-
color-seed2000,color,2000,different_object,9,399,13.266666412353516,140.07,True,0.93,0.869,11.593,12.33,1,success,,-
color-seed2000,color,2000,different_object,10,382,12.699999809265137,145.11,True,1.73,0.8787,8.482,10.97,1,success,,-
color-seed2000,color,2000,different_object,11,344,11.433333396911621,145.11,True,1.0,0.8937,9.188,10.43,1,success,,-
color-seed2000,color,2000,different_object,12,401,13.333333015441895,140.97,True,1.53,0.8763,10.357,11.8,1,success,,-
color-seed2000,color,2000,different_object,13,412,13.699999809265137,144.95,True,2.43,0.9243,10.105,11.27,1,success,,-
color-seed2000,color,2000,different_object,14,362,12.033333778381348,141.32,True,0.7,0.899,9.911,11.33,1,success,,-
color-seed2000,color,2000,different_object,15,373,12.399999618530273,148.58,True,1.03,0.8798,9.693,11.37,1,success,,-
color-seed2000,color,2000,distractors,1,446,14.833333015441895,143.8,True,2.47,0.9182,11.198,12.37,1,success,,-
color-seed2000,color,2000,distractors,2,406,13.5,149.31,True,0.87,0.8859,9.622,12.63,1,success,,-
color-seed2000,color,2000,distractors,3,403,13.399999618530273,146.05,True,2.23,0.9373,8.439,11.17,1,success,,-
color-seed2000,color,2000,distractors,4,410,13.633333206176758,142.65,True,1.4,0.9099,9.561,12.23,1,success,,-
color-seed2000,color,2000,distractors,5,408,13.566666603088379,145.74,True,2.17,0.8483,8.106,11.4,1,success,,-
color-seed2000,color,2000,distractors,6,440,14.633333206176758,137.01,True,2.13,0.8996,7.273,12.5,1,success,,-
color-seed2000,color,2000,distractors,7,518,17.233333587646484,149.05,True,6.17,0.9404,8.139,11.07,1,success,,-
color-seed2000,color,2000,distractors,8,479,15.933333396911621,136.93,True,0.97,0.9335,13.132,14.97,1,success,,-
color-seed2000,color,2000,distractors,9,503,16.733333587646484,137.83,True,3.77,0.8876,7.542,12.97,1,success,,-
color-seed2000,color,2000,distractors,10,404,13.433333396911621,148.35,True,0.93,0.9145,10.985,12.5,1,success,,-
color-seed2000,color,2000,distractors,11,462,15.366666793823242,145.63,True,2.07,0.8555,9.345,13.3,1,success,,-
color-seed2000,color,2000,distractors,12,411,13.666666984558105,147.6,True,1.33,0.8885,8.518,12.33,1,success,,-
color-seed2000,color,2000,distractors,13,424,14.100000381469727,142.48,True,2.2,0.7981,9.14,11.9,1,success,,-
color-seed2000,color,2000,distractors,14,439,14.600000381469727,142.16,True,1.33,0.8366,7.6,13.27,1,success,,-
color-seed2000,color,2000,distractors,15,401,13.333333015441895,146.97,True,2.03,0.8812,8.698,11.3,1,success,,-
color-seed2000,color,2000,in_distribution,1,1148,38.233333587646484,141.68,True,2.27,0.7383,10.721,35.97,0,timeout_other,,-
color-seed2000,color,2000,in_distribution,2,401,13.333333015441895,150.37,True,2.33,0.8801,7.257,11.0,1,success,,-
color-seed2000,color,2000,in_distribution,3,429,14.266666412353516,143.09,True,1.5,0.8652,7.08,12.77,1,success,,-
color-seed2000,color,2000,in_distribution,4,620,20.633333206176758,147.57,True,0.9,0.8603,10.642,19.73,1,success,,-
color-seed2000,color,2000,in_distribution,5,385,12.800000190734863,148.37,True,1.2,0.8987,9.357,11.6,1,success,,-
color-seed2000,color,2000,in_distribution,6,1151,38.33333206176758,135.3,True,1.87,0.6869,7.967,36.47,0,contact_no_grasp,,-
color-seed2000,color,2000,in_distribution,7,406,13.5,149.49,True,1.53,0.8945,15.887,11.97,1,success,,-
color-seed2000,color,2000,in_distribution,8,370,12.300000190734863,147.02,True,1.07,0.9172,9.251,11.23,1,success,,-
color-seed2000,color,2000,in_distribution,9,1150,38.29999923706055,136.09,True,1.23,0.6836,10.67,37.07,0,contact_no_grasp,,-
color-seed2000,color,2000,in_distribution,10,384,12.766666412353516,149.36,True,1.6,0.9341,10.334,11.17,1,success,,-
color-seed2000,color,2000,in_distribution,11,370,12.300000190734863,142.34,True,0.63,0.9087,11.487,11.67,1,success,,-
color-seed2000,color,2000,in_distribution,12,389,12.933333396911621,149.22,True,0.4,0.8531,9.329,12.53,1,success,,-
color-seed2000,color,2000,in_distribution,13,374,12.433333396911621,149.17,True,1.13,0.8939,9.621,11.3,1,success,,-
color-seed2000,color,2000,in_distribution,14,401,13.333333015441895,144.95,True,1.17,0.8619,7.953,12.17,1,success,,-
color-seed2000,color,2000,in_distribution,15,347,11.533333778381348,149.45,True,0.57,0.8851,9.926,10.97,1,success,,-
color-seed2000,color,2000,new_positions,1,1151,38.33333206176758,135.12,True,2.7,0.5758,11.989,35.63,0,timeout_other,,E1
color-seed2000,color,2000,new_positions,2,1151,38.33333206176758,133.41,True,1.37,0.5845,9.382,36.97,0,timeout_other,,E1
color-seed2000,color,2000,new_positions,3,1151,38.33333206176758,133.37,True,1.93,0.593,11.326,36.4,0,timeout_other,,E1
color-seed2000,color,2000,new_positions,4,1150,38.29999923706055,120.18,True,4.1,0.6258,9.668,34.2,0,timeout_other,,E2
color-seed2000,color,2000,new_positions,5,1151,38.33333206176758,133.34,True,4.57,0.6304,8.66,33.77,0,timeout_other,,E2
color-seed2000,color,2000,new_positions,6,1151,38.33333206176758,133.01,True,2.27,0.6067,8.606,36.07,0,timeout_other,,E2
color-seed2000,color,2000,new_positions,7,1151,38.33333206176758,130.94,True,1.93,0.55,7.602,36.4,0,timeout_other,,E3
color-seed2000,color,2000,new_positions,8,1151,38.33333206176758,131.73,True,2.23,0.56,8.989,36.1,0,timeout_other,,E3
color-seed2000,color,2000,new_positions,9,1149,38.266666412353516,130.49,True,2.03,0.5512,8.87,36.23,0,timeout_other,,E3
color-seed2000,color,2000,new_positions,10,1147,38.20000076293945,130.39,True,2.7,0.6668,7.938,35.5,0,timeout_other,,E4
color-seed2000,color,2000,new_positions,11,1149,38.266666412353516,130.55,True,3.87,0.6319,9.307,34.4,0,timeout_other,,E4
color-seed2000,color,2000,new_positions,12,1147,38.20000076293945,126.49,True,3.23,0.6966,9.14,34.97,0,timeout_other,,E4
color-seed2000,color,2000,new_positions,13,1151,38.33333206176758,131.19,True,2.27,0.6073,11.058,36.07,0,timeout_other,,E5
color-seed2000,color,2000,new_positions,14,1145,38.13333511352539,128.32,True,3.97,0.6465,14.406,34.17,0,timeout_other,,E5
color-seed2000,color,2000,new_positions,15,1123,37.400001525878906,129.81,True,2.27,0.6226,9.029,35.13,0,timeout_other,,E5
color-seed2000,color,2000,reduced_lighting,1,1151,38.33333206176758,138.61,True,2.47,0.604,9.688,35.87,0,contact_no_grasp,,-
color-seed2000,color,2000,reduced_lighting,2,351,11.666666984558105,145.32,True,1.23,0.965,8.319,10.43,1,success,,-
color-seed2000,color,2000,reduced_lighting,3,376,12.5,148.76,True,0.6,0.856,8.692,11.9,1,success,,-
color-seed2000,color,2000,reduced_lighting,4,401,13.333333015441895,142.76,True,0.9,0.8685,8.009,12.43,1,success,,-
color-seed2000,color,2000,reduced_lighting,5,460,15.300000190734863,143.06,True,3.7,0.8834,7.989,11.6,1,success,,-
color-seed2000,color,2000,reduced_lighting,6,383,12.733333587646484,150.5,True,2.57,0.9241,10.528,10.17,1,success,,-
color-seed2000,color,2000,reduced_lighting,7,385,12.800000190734863,143.65,True,0.47,0.8885,10.012,12.33,1,success,,-
color-seed2000,color,2000,reduced_lighting,8,432,14.366666793823242,139.48,True,0.97,0.8488,7.911,13.4,1,success,,-
color-seed2000,color,2000,reduced_lighting,9,359,11.933333396911621,147.31,True,1.7,0.9017,13.003,10.23,1,success,,-
color-seed2000,color,2000,reduced_lighting,10,369,12.266666412353516,147.01,True,0.7,0.9129,10.774,11.57,1,success,,-
color-seed2000,color,2000,reduced_lighting,11,380,12.633333206176758,141.52,True,0.77,0.8561,8.182,11.87,1,success,,-
color-seed2000,color,2000,reduced_lighting,12,354,11.766666412353516,142.68,True,0.87,0.8807,10.018,10.9,1,success,,-
color-seed2000,color,2000,reduced_lighting,13,437,14.533333778381348,144.93,True,2.27,0.8596,7.207,12.27,1,success,,-
color-seed2000,color,2000,reduced_lighting,14,350,11.633333206176758,146.81,True,1.27,0.9755,10.534,10.37,1,success,,-
color-seed2000,color,2000,reduced_lighting,15,426,14.166666984558105,151.32,True,1.27,0.8613,11.027,12.9,1,success,,-
color-slowpace,color-slowpace,1000,different_object,1,688,22.899999618530273,127.29,True,6.87,0.838,7.659,16.03,1,success,,-
color-slowpace,color-slowpace,1000,different_object,2,619,20.600000381469727,127.3,True,4.73,0.8164,8.398,15.87,1,success,,-
color-slowpace,color-slowpace,1000,different_object,3,589,19.600000381469727,135.23,True,3.3,0.8594,9.573,16.3,1,success,,-
color-slowpace,color-slowpace,1000,different_object,4,1151,38.33333206176758,149.09,True,22.8,0.8713,6.854,15.53,1,success,,-
color-slowpace,color-slowpace,1000,different_object,5,555,18.46666717529297,136.38,True,3.5,0.857,7.046,14.97,1,success,,-
color-slowpace,color-slowpace,1000,different_object,6,521,17.33333396911621,144.68,True,2.3,0.8864,8.261,15.03,1,success,,-
color-slowpace,color-slowpace,1000,different_object,7,590,19.633333206176758,125.38,True,3.83,0.7854,7.106,15.8,1,success,,-
color-slowpace,color-slowpace,1000,different_object,8,1151,38.33333206176758,128.61,True,30.03,0.8703,9.454,8.3,0,timeout_other,,-
color-slowpace,color-slowpace,1000,different_object,9,656,21.83333396911621,121.78,True,5.87,0.7987,8.832,15.97,1,success,,-
color-slowpace,color-slowpace,1000,different_object,10,598,19.899999618530273,137.03,True,3.9,0.8563,12.765,16.0,1,success,,-
color-slowpace,color-slowpace,1000,different_object,11,545,18.133333206176758,125.59,True,2.23,0.7934,10.771,15.9,1,success,,-
color-slowpace,color-slowpace,1000,different_object,12,711,23.66666603088379,124.68,True,7.13,0.8133,7.497,16.53,1,success,,-
color-slowpace,color-slowpace,1000,different_object,13,576,19.16666603088379,140.65,True,4.1,0.8843,8.83,15.07,1,success,,-
color-slowpace,color-slowpace,1000,different_object,14,795,26.46666717529297,143.34,True,9.33,0.8535,11.697,17.13,1,success,,-
color-slowpace,color-slowpace,1000,different_object,15,693,23.066667556762695,142.46,True,4.23,0.8043,7.862,18.83,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,1,755,25.133333206176758,125.88,True,9.53,0.8483,8.539,15.6,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,2,842,28.03333282470703,114.6,True,12.47,0.8682,9.158,15.57,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,3,600,19.96666717529297,122.61,True,4.93,0.7941,8.183,15.03,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,4,1147,38.20000076293945,6.7,False,,,,,0,no_departure,,-
color-slowpace,color-slowpace,1000,in_distribution,5,602,20.03333282470703,122.46,True,5.4,0.8372,9.667,14.63,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,6,547,18.200000762939453,137.18,True,2.53,0.8297,8.245,15.67,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,7,542,18.03333282470703,117.61,True,2.13,0.8254,9.02,15.9,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,8,1151,38.33333206176758,132.66,True,2.7,0.7267,9.176,35.63,0,contact_no_grasp,,-
color-slowpace,color-slowpace,1000,in_distribution,9,641,21.33333396911621,114.63,True,4.37,0.789,8.835,16.97,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,10,1149,38.266666412353516,114.85,True,34.77,1.0394,13.418,3.5,0,timeout_other,,-
color-slowpace,color-slowpace,1000,in_distribution,11,872,29.03333282470703,126.07,True,12.43,0.7794,9.089,16.6,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,12,810,26.96666717529297,123.03,True,12.63,0.8189,7.064,14.33,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,13,1149,38.266666412353516,10.22,False,,,,,0,no_departure,,-
color-slowpace,color-slowpace,1000,in_distribution,14,636,21.16666603088379,128.56,True,7.43,0.7813,9.471,13.73,1,success,,-
color-slowpace,color-slowpace,1000,in_distribution,15,1150,38.29999923706055,121.86,True,29.97,0.8571,14.225,8.33,0,timeout_other,,-
density,density,1000,in_distribution,1,419,13.933333396911621,142.64,True,0.67,0.9554,7.47,13.27,1,success,,-
density,density,1000,in_distribution,2,413,13.733333587646484,147.27,True,0.33,0.9642,8.668,13.4,1,success,,-
density,density,1000,in_distribution,3,420,13.966666221618652,133.07,True,0.47,0.9414,8.208,13.5,1,success,,-
density,density,1000,in_distribution,4,401,13.333333015441895,127.69,True,0.53,0.9532,6.959,12.8,1,success,,-
density,density,1000,in_distribution,5,367,12.199999809265137,130.97,True,0.43,0.966,7.777,11.77,1,success,,-
density,density,1000,in_distribution,6,403,13.399999618530273,130.74,True,0.43,0.9243,6.435,12.97,1,success,,-
density,density,1000,in_distribution,7,401,13.333333015441895,133.48,True,0.4,0.9159,7.306,12.93,1,success,,-
density,density,1000,in_distribution,8,430,14.300000190734863,136.14,True,0.57,0.9207,7.682,13.73,1,success,,-
density,density,1000,in_distribution,9,391,13.0,141.86,True,0.53,0.9853,9.3,12.47,1,success,,-
density,density,1000,in_distribution,10,424,14.100000381469727,141.32,True,0.67,0.912,10.42,13.43,1,success,,-
density,density,1000,in_distribution,11,415,13.800000190734863,135.49,True,0.47,0.9075,7.0,13.33,1,success,,-
density,density,1000,in_distribution,12,372,12.366666793823242,136.0,True,0.43,0.974,9.581,11.93,1,success,,-
density,density,1000,in_distribution,13,396,13.166666984558105,131.15,True,0.37,0.9245,7.602,12.8,1,success,,-
density,density,1000,in_distribution,14,450,14.966666221618652,125.83,True,0.7,0.8709,8.871,14.27,1,success,,-
density,density,1000,in_distribution,15,388,12.899999618530273,127.07,True,0.47,0.9603,7.745,12.43,1,success,,-
density,density,1000,new_positions,1,1149,38.266666412353516,104.06,True,0.87,0.903,10.103,37.4,0,timeout_other,,E1
density,density,1000,new_positions,2,1116,37.16666793823242,102.72,True,0.73,0.8661,11.039,36.43,0,timeout_other,,E1
density,density,1000,new_positions,3,1144,38.099998474121094,107.09,True,0.67,0.84,8.084,37.43,0,timeout_other,,E1
density,density,1000,new_positions,4,1116,37.16666793823242,111.04,True,2.03,0.8902,9.194,35.13,0,timeout_other,,E2
density,density,1000,new_positions,5,1118,37.233333587646484,108.55,True,2.7,0.8588,9.975,34.53,0,timeout_other,,E2
density,density,1000,new_positions,6,1125,37.46666717529297,105.12,True,2.2,0.9121,12.537,35.27,0,timeout_other,,E2
density,density,1000,new_positions,7,1151,38.33333206176758,118.04,True,0.97,0.8609,11.832,37.37,0,timeout_other,,E3
density,density,1000,new_positions,8,1151,38.33333206176758,109.21,True,1.1,0.8636,18.884,37.23,0,timeout_other,,E3
density,density,1000,new_positions,9,1148,38.233333587646484,114.5,True,1.3,0.8664,13.589,36.93,0,timeout_other,,E3
density,density,1000,new_positions,10,1148,38.233333587646484,100.85,True,0.83,0.811,7.331,37.4,0,timeout_other,,E4
density,density,1000,new_positions,11,1145,38.13333511352539,101.71,True,1.1,0.8305,7.896,37.03,0,timeout_other,,E4
density,density,1000,new_positions,12,1146,38.16666793823242,110.66,True,0.83,0.8211,9.723,37.33,0,timeout_other,,E4
density,density,1000,new_positions,13,1150,38.29999923706055,116.46,True,2.17,0.9293,10.333,36.13,0,timeout_other,,E5
density,density,1000,new_positions,14,1146,38.16666793823242,107.67,True,0.97,0.9757,8.638,37.2,0,timeout_other,,E5
density,density,1000,new_positions,15,1145,38.13333511352539,101.47,True,0.8,0.9926,8.955,37.33,0,timeout_other,,E5
density,density,1000,trained_t2,1,397,13.199999809265137,132.99,True,0.77,0.9757,7.336,12.43,1,success,,-
density,density,1000,trained_t2,2,399,13.266666412353516,134.79,True,0.63,0.977,8.058,12.63,1,success,,-
density,density,1000,trained_t2,3,439,14.600000381469727,140.06,True,0.53,0.9362,7.07,14.07,1,success,,-
density,density,1000,trained_t2,4,367,12.199999809265137,127.44,True,0.57,0.934,6.592,11.63,1,success,,-
density,density,1000,trained_t2,5,401,13.333333015441895,130.22,True,0.73,0.9617,8.337,12.6,1,success,,-
density,density,1000,trained_t2,6,392,13.033333778381348,129.91,True,0.63,0.9365,9.732,12.4,1,success,,-
density,density,1000,trained_t2,7,397,13.199999809265137,139.64,True,0.53,0.9502,8.694,12.67,1,success,,-
density,density,1000,trained_t2,8,385,12.800000190734863,133.6,True,0.6,0.9329,7.648,12.2,1,success,,-
density,density,1000,trained_t2,9,401,13.333333015441895,132.37,True,0.57,0.9409,7.827,12.77,1,success,,-
density,density,1000,trained_t2,10,417,13.866666793823242,136.22,True,0.6,0.9297,8.932,13.27,1,success,,-
density,density,1000,trained_t2,11,361,12.0,136.22,True,0.53,0.9378,7.643,11.47,1,success,,-
density,density,1000,trained_t2,12,401,13.333333015441895,122.97,True,0.7,0.9439,7.426,12.63,1,success,,-
density,density,1000,trained_t2,13,399,13.266666412353516,132.75,True,0.53,0.9083,7.818,12.73,1,success,,-
density,density,1000,trained_t2,14,408,13.566666603088379,138.39,True,0.53,1.0011,8.174,13.03,1,success,,-
density,density,1000,trained_t2,15,401,13.333333015441895,135.36,True,0.6,0.952,7.13,12.73,1,success,,-
randomized,randomized,1000,different_object,1,1151,38.33333206176758,8.33,False,,,,,0,no_departure,,-
randomized,randomized,1000,different_object,2,1151,38.33333206176758,5.54,False,,,,,0,no_departure,,-
randomized,randomized,1000,different_object,3,1151,38.33333206176758,7.07,False,,,,,0,no_departure,,-
randomized,randomized,1000,different_object,4,1151,38.33333206176758,137.63,True,4.47,0.7665,6.89,33.87,0,contact_no_grasp,,-
randomized,randomized,1000,different_object,5,1151,38.33333206176758,151.34,True,19.27,0.7759,10.63,19.07,0,timeout_other,,-
randomized,randomized,1000,different_object,6,1150,38.29999923706055,157.73,True,1.97,0.8093,8.302,36.33,0,timeout_other,,-
randomized,randomized,1000,different_object,7,1151,38.33333206176758,156.44,True,2.03,0.8312,9.731,36.3,0,timeout_other,,-
randomized,randomized,1000,different_object,8,1143,38.06666564941406,158.29,True,6.43,0.8669,13.557,31.63,0,contact_no_grasp,,-
randomized,randomized,1000,different_object,9,1140,37.96666717529297,7.52,False,,,,,0,no_departure,,-
randomized,randomized,1000,different_object,10,1142,38.03333282470703,157.27,True,12.47,0.7996,8.04,25.57,0,timeout_other,,-
randomized,randomized,1000,different_object,11,1140,37.96666717529297,171.37,True,2.37,0.864,9.649,35.6,0,grasp_drop,,-
randomized,randomized,1000,different_object,12,1150,38.29999923706055,157.49,True,11.07,0.8795,23.638,27.23,0,timeout_other,,-
randomized,randomized,1000,different_object,13,1150,38.29999923706055,188.18,True,2.67,0.8284,9.609,35.63,0,timeout_other,,-
randomized,randomized,1000,different_object,14,1146,38.16666793823242,149.76,True,5.8,0.7995,10.773,32.37,0,timeout_other,,-
randomized,randomized,1000,different_object,15,1135,37.79999923706055,152.02,True,8.47,0.8736,8.084,29.33,0,timeout_other,,-
randomized,randomized,1000,distractors,1,1151,38.33333206176758,172.05,True,9.63,0.7544,7.653,28.7,0,timeout_other,,-
randomized,randomized,1000,distractors,2,1151,38.33333206176758,179.48,True,4.13,0.7799,6.369,34.2,0,contact_no_grasp,,-
randomized,randomized,1000,distractors,3,1151,38.33333206176758,181.94,True,3.0,0.7697,9.767,35.33,0,timeout_other,,-
randomized,randomized,1000,distractors,4,701,23.33333396911621,127.22,True,7.53,0.8456,8.081,15.8,1,success,,-
randomized,randomized,1000,distractors,5,1151,38.33333206176758,168.88,True,4.57,0.8322,9.138,33.77,0,timeout_other,,-
randomized,randomized,1000,distractors,6,1149,38.266666412353516,182.18,True,3.03,0.7723,9.606,35.23,0,timeout_other,,-
randomized,randomized,1000,distractors,7,1147,38.20000076293945,178.73,True,1.1,0.7447,10.758,37.1,0,contact_no_grasp,,-
randomized,randomized,1000,distractors,8,1146,38.16666793823242,176.82,True,1.8,0.8114,11.959,36.37,0,grasp_drop,,-
randomized,randomized,1000,distractors,9,1150,38.29999923706055,183.83,True,2.37,0.7645,9.447,35.93,0,timeout_other,,-
randomized,randomized,1000,distractors,10,1148,38.233333587646484,186.26,True,1.53,0.823,8.781,36.7,0,timeout_other,,-
randomized,randomized,1000,distractors,11,1145,38.13333511352539,187.59,True,4.57,0.7605,8.333,33.57,0,timeout_other,,-
randomized,randomized,1000,distractors,12,1132,37.70000076293945,192.2,True,4.5,0.81,9.519,33.2,0,timeout_other,,-
randomized,randomized,1000,distractors,13,1126,37.5,184.45,True,9.6,0.7611,9.904,27.9,0,timeout_other,,-
randomized,randomized,1000,distractors,14,1117,37.20000076293945,189.76,True,7.3,0.7972,10.358,29.9,0,timeout_other,,-
randomized,randomized,1000,distractors,15,1109,36.93333435058594,182.94,True,5.4,0.7689,7.418,31.53,0,timeout_other,,-
randomized,randomized,1000,in_distribution,1,714,23.766666412353516,123.88,True,9.37,0.8667,7.481,14.4,1,success,,-
randomized,randomized,1000,in_distribution,2,1144,38.099998474121094,175.32,True,5.63,0.8699,8.099,32.47,0,contact_no_grasp,,-
randomized,randomized,1000,in_distribution,3,1142,38.03333282470703,4.97,False,,,,,0,no_departure,,-
randomized,randomized,1000,in_distribution,4,1142,38.03333282470703,188.63,True,9.37,0.8927,8.774,28.67,0,contact_no_grasp,,-
randomized,randomized,1000,in_distribution,5,559,18.600000381469727,127.72,True,2.87,0.8876,9.469,15.73,1,success,,-
randomized,randomized,1000,in_distribution,6,856,28.5,122.08,True,12.37,0.8456,7.689,16.13,1,success,,-
randomized,randomized,1000,in_distribution,7,1145,38.13333511352539,185.46,True,6.0,0.832,9.213,32.13,0,contact_no_grasp,,-
randomized,randomized,1000,in_distribution,8,537,17.866666793823242,119.51,True,4.37,0.9015,7.828,13.5,1,success,,-
randomized,randomized,1000,in_distribution,9,816,27.16666603088379,124.18,True,12.3,0.9853,8.605,14.87,1,success,,-
randomized,randomized,1000,in_distribution,10,1145,38.13333511352539,175.3,True,7.6,0.8367,6.606,30.53,0,contact_no_grasp,,-
randomized,randomized,1000,in_distribution,11,1144,38.099998474121094,149.54,True,4.7,0.8873,11.952,33.4,0,timeout_other,,-
randomized,randomized,1000,in_distribution,12,489,16.266666412353516,126.25,True,2.57,1.0051,7.768,13.7,1,success,,-
randomized,randomized,1000,in_distribution,13,1142,38.03333282470703,182.98,True,1.83,0.882,9.367,36.2,0,timeout_other,,-
randomized,randomized,1000,in_distribution,14,1146,38.16666793823242,188.34,True,8.4,0.8568,8.465,29.77,0,timeout_other,,-
randomized,randomized,1000,in_distribution,15,1144,38.099998474121094,185.52,True,6.47,0.894,10.492,31.63,0,timeout_other,,-
randomized,randomized,1000,new_positions,1,1143,38.06666564941406,6.63,False,,,,,0,no_departure,,E1
randomized,randomized,1000,new_positions,2,1129,37.599998474121094,10.12,False,,,,,0,no_departure,,E1
randomized,randomized,1000,new_positions,3,1138,37.900001525878906,130.38,True,5.5,0.8424,7.235,32.4,0,timeout_other,,E1
randomized,randomized,1000,new_positions,4,1144,38.099998474121094,103.49,True,13.83,0.8401,6.475,24.27,0,timeout_other,,E2
randomized,randomized,1000,new_positions,5,1150,38.29999923706055,109.49,True,15.97,0.8123,13.128,22.33,0,timeout_other,,E2
randomized,randomized,1000,new_positions,6,1151,38.33333206176758,92.11,True,25.87,0.9372,6.023,12.47,0,timeout_other,,E2
randomized,randomized,1000,new_positions,7,1151,38.33333206176758,9.62,False,,,,,0,no_departure,,E3
randomized,randomized,1000,new_positions,8,1150,38.29999923706055,136.42,True,28.27,0.9593,11.31,10.03,0,timeout_other,,E3
randomized,randomized,1000,new_positions,9,1151,38.33333206176758,167.43,True,13.63,0.7717,7.808,24.7,0,timeout_other,,E3
