policy,condition,seed,cell,episode,n_frames,duration_s,max_dev_deg,departed,latency_s,deg_per_step,peak_deg_step,exec_s,success,failure_mode,regrasp,instance
randomized,randomized,1000,new_positions,10,1147,38.20000076293945,143.94,True,19.93,0.826,8.567,18.27,0,timeout_other,,E4
randomized,randomized,1000,new_positions,11,1146,38.16666793823242,8.18,False,,,,,0,no_departure,,E4
randomized,randomized,1000,new_positions,12,1151,38.33333206176758,164.31,True,10.67,0.9203,20.458,27.67,0,timeout_other,,E4
randomized,randomized,1000,new_positions,13,1149,38.266666412353516,162.84,True,4.8,0.9395,10.011,33.47,0,timeout_other,,E5
randomized,randomized,1000,new_positions,14,1132,37.70000076293945,13.01,False,,,,,0,no_departure,,E5
randomized,randomized,1000,new_positions,15,1127,37.53333282470703,7.73,False,,,,,0,no_departure,,E5
randomized,randomized,1000,reduced_lighting,1,1151,38.33333206176758,139.86,True,3.8,0.8813,9.049,34.53,0,contact_no_grasp,,-
randomized,randomized,1000,reduced_lighting,2,1151,38.33333206176758,158.97,True,4.77,0.8177,8.401,33.57,0,timeout_other,,-
randomized,randomized,1000,reduced_lighting,3,603,20.066667556762695,123.8,True,6.07,0.9433,7.066,14.0,1,success,,-
randomized,randomized,1000,reduced_lighting,4,501,16.66666603088379,125.16,True,2.3,0.8435,6.363,14.37,1,success,,-
randomized,randomized,1000,reduced_lighting,5,951,31.66666603088379,124.57,True,17.33,0.9293,7.704,14.33,1,success,,-
randomized,randomized,1000,reduced_lighting,6,1151,38.33333206176758,157.7,True,7.27,0.8732,15.405,31.07,0,contact_no_grasp,,-
randomized,randomized,1000,reduced_lighting,7,1151,38.33333206176758,182.33,True,5.5,0.7821,9.341,32.83,0,timeout_other,,-
randomized,randomized,1000,reduced_lighting,8,1151,38.33333206176758,163.49,True,4.77,0.8778,10.653,33.57,0,timeout_other,,-
randomized,randomized,1000,reduced_lighting,9,483,16.066667556762695,122.69,True,2.5,0.8739,9.265,13.57,1,success,,-
randomized,randomized,1000,reduced_lighting,10,1151,38.33333206176758,189.2,True,10.63,0.9051,8.344,27.7,0,contact_no_grasp,,-
randomized,randomized,1000,reduced_lighting,11,1149,38.266666412353516,170.7,True,11.53,0.782,9.489,26.73,0,contact_no_grasp,,-
randomized,randomized,1000,reduced_lighting,12,1147,38.20000076293945,170.61,True,7.17,0.8248,10.387,31.03,0,timeout_other,,-
randomized,randomized,1000,reduced_lighting,13,564,18.766666412353516,121.51,True,2.53,0.864,7.441,16.23,1,success,,-
randomized,randomized,1000,reduced_lighting,14,1150,38.29999923706055,171.9,True,3.17,0.7568,12.084,35.13,0,grasp_drop,,-
randomized,randomized,1000,reduced_lighting,15,1151,38.33333206176758,183.66,True,2.67,0.8158,8.156,35.67,0,timeout_other,,-
randomized-seed2000,randomized,2000,different_object,1,954,31.766666412353516,127.7,True,17.27,0.9432,11.504,14.5,1,success,,-
randomized-seed2000,randomized,2000,different_object,2,1151,38.33333206176758,5.84,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,3,1151,38.33333206176758,94.83,True,35.67,1.0902,9.036,2.67,0,timeout_other,,-
randomized-seed2000,randomized,2000,different_object,4,1151,38.33333206176758,5.4,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,5,1151,38.33333206176758,6.43,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,6,1151,38.33333206176758,5.19,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,7,1151,38.33333206176758,163.23,True,17.3,0.9462,16.85,21.03,0,timeout_other,,-
randomized-seed2000,randomized,2000,different_object,8,1149,38.266666412353516,86.7,True,36.0,1.1807,8.713,2.27,0,timeout_other,,-
randomized-seed2000,randomized,2000,different_object,9,1151,38.33333206176758,15.29,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,10,1151,38.33333206176758,9.82,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,11,505,16.799999237060547,121.78,True,2.4,0.9337,7.453,14.4,1,success,,-
randomized-seed2000,randomized,2000,different_object,12,1149,38.266666412353516,120.83,True,30.93,0.9077,9.386,7.33,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,different_object,13,1148,38.233333587646484,93.4,True,35.93,1.4831,13.654,2.3,0,timeout_other,,-
randomized-seed2000,randomized,2000,different_object,14,1150,38.29999923706055,6.67,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,different_object,15,1149,38.266666412353516,6.22,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,distractors,1,1149,38.266666412353516,186.58,True,2.7,0.828,10.1,35.57,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,2,1150,38.29999923706055,186.75,True,2.83,0.8502,10.833,35.47,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,3,1150,38.29999923706055,187.73,True,2.33,0.8295,25.519,35.97,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,4,1151,38.33333206176758,190.62,True,3.93,0.7999,7.364,34.4,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,5,1151,38.33333206176758,184.76,True,2.9,0.7621,13.05,35.43,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,distractors,6,1151,38.33333206176758,194.36,True,1.73,0.7703,10.82,36.6,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,distractors,7,1150,38.29999923706055,191.91,True,4.73,0.8612,10.952,33.57,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,8,1151,38.33333206176758,193.12,True,5.17,0.7766,6.886,33.17,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,distractors,9,1151,38.33333206176758,183.86,True,3.87,0.7347,9.808,34.47,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,distractors,10,1151,38.33333206176758,193.46,True,1.8,0.8018,10.456,36.53,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,distractors,11,1150,38.29999923706055,186.14,True,1.0,0.8358,14.591,37.3,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,12,1150,38.29999923706055,182.15,True,4.7,0.7584,8.212,33.6,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,13,1149,38.266666412353516,187.74,True,2.2,0.7806,8.371,36.07,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,14,1150,38.29999923706055,178.54,True,2.0,0.7684,6.556,36.3,0,timeout_other,,-
randomized-seed2000,randomized,2000,distractors,15,1149,38.266666412353516,181.74,True,4.77,0.8254,12.248,33.5,0,timeout_other,,-
randomized-seed2000,randomized,2000,in_distribution,1,1148,38.233333587646484,139.4,True,10.47,0.7897,9.245,27.77,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,2,1151,38.33333206176758,140.41,True,28.33,0.9377,6.723,10.0,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,3,848,28.233333587646484,120.61,True,14.33,0.9111,7.854,13.9,1,success,,-
randomized-seed2000,randomized,2000,in_distribution,4,553,18.399999618530273,124.4,True,2.53,0.9084,6.216,15.87,1,success,,-
randomized-seed2000,randomized,2000,in_distribution,5,1150,38.29999923706055,142.84,True,8.77,0.9045,8.991,29.53,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,6,1151,38.33333206176758,184.88,True,10.53,0.8777,10.539,27.8,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,7,646,21.5,131.57,True,8.13,0.958,12.211,13.37,1,success,,-
randomized-seed2000,randomized,2000,in_distribution,8,533,17.733333587646484,126.98,True,3.5,0.9507,7.558,14.23,1,success,,-
randomized-seed2000,randomized,2000,in_distribution,9,1145,38.13333511352539,183.08,True,8.5,0.8739,7.385,29.63,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,10,1150,38.29999923706055,159.23,True,1.83,0.8256,11.527,36.47,0,timeout_other,,-
randomized-seed2000,randomized,2000,in_distribution,11,1149,38.266666412353516,181.48,True,6.17,0.9079,8.597,32.1,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,12,551,18.33333396911621,124.75,True,3.0,0.8909,8.442,15.33,1,success,,-
randomized-seed2000,randomized,2000,in_distribution,13,1151,38.33333206176758,174.75,True,16.0,0.8779,11.404,22.33,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,in_distribution,14,1149,38.266666412353516,185.22,True,16.2,0.8204,8.358,22.07,0,timeout_other,,-
randomized-seed2000,randomized,2000,in_distribution,15,652,21.700000762939453,120.98,True,8.87,0.8926,6.495,12.83,1,success,,-
randomized-seed2000,randomized,2000,new_positions,1,1151,38.33333206176758,114.11,True,20.57,0.7934,8.802,17.77,0,timeout_other,,E1
randomized-seed2000,randomized,2000,new_positions,2,1150,38.29999923706055,7.22,False,,,,,0,no_departure,,E1
randomized-seed2000,randomized,2000,new_positions,3,1151,38.33333206176758,6.16,False,,,,,0,no_departure,,E1
randomized-seed2000,randomized,2000,new_positions,4,1151,38.33333206176758,10.66,False,,,,,0,no_departure,,E2
randomized-seed2000,randomized,2000,new_positions,5,1151,38.33333206176758,116.02,True,6.07,0.8891,6.807,32.27,0,timeout_other,,E2
randomized-seed2000,randomized,2000,new_positions,6,1151,38.33333206176758,120.45,True,16.07,0.8962,6.866,22.27,0,timeout_other,,E2
randomized-seed2000,randomized,2000,new_positions,7,1151,38.33333206176758,8.35,False,,,,,0,no_departure,,E3
randomized-seed2000,randomized,2000,new_positions,8,1151,38.33333206176758,123.64,True,17.73,0.7418,8.599,20.6,0,contact_no_grasp,,E3
randomized-seed2000,randomized,2000,new_positions,9,1151,38.33333206176758,15.54,False,,,,,0,no_departure,,E3
randomized-seed2000,randomized,2000,new_positions,10,1151,38.33333206176758,153.91,True,4.4,0.7554,8.291,33.93,0,timeout_other,,E4
randomized-seed2000,randomized,2000,new_positions,11,1151,38.33333206176758,9.33,False,,,,,0,no_departure,,E4
randomized-seed2000,randomized,2000,new_positions,12,1150,38.29999923706055,15.92,False,,,,,0,no_departure,,E4
randomized-seed2000,randomized,2000,new_positions,13,1151,38.33333206176758,161.28,True,18.27,0.959,9.06,20.07,0,timeout_other,,E5
randomized-seed2000,randomized,2000,new_positions,14,1151,38.33333206176758,152.06,True,20.9,0.8557,6.668,17.43,0,timeout_other,,E5
randomized-seed2000,randomized,2000,new_positions,15,1151,38.33333206176758,8.23,False,,,,,0,no_departure,,E5
randomized-seed2000,randomized,2000,reduced_lighting,1,851,28.33333396911621,122.44,True,12.67,0.84,8.401,15.67,1,success_after_missed_grasp,,-
randomized-seed2000,randomized,2000,reduced_lighting,2,1151,38.33333206176758,133.92,True,25.5,0.9073,9.635,12.83,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,reduced_lighting,3,1151,38.33333206176758,178.71,True,5.97,0.908,10.441,32.37,0,timeout_other,,-
randomized-seed2000,randomized,2000,reduced_lighting,4,1151,38.33333206176758,123.18,True,32.5,0.8708,14.265,5.83,0,timeout_other,,-
randomized-seed2000,randomized,2000,reduced_lighting,5,551,18.33333396911621,121.97,True,5.4,0.9305,7.802,12.93,1,success,,-
randomized-seed2000,randomized,2000,reduced_lighting,6,555,18.46666717529297,122.33,True,2.2,0.8335,7.899,16.27,1,success,,-
randomized-seed2000,randomized,2000,reduced_lighting,7,1151,38.33333206176758,7.04,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,reduced_lighting,8,1151,38.33333206176758,186.79,True,7.47,0.8584,7.68,30.87,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,reduced_lighting,9,888,29.566667556762695,128.26,True,15.8,0.9251,11.19,13.77,1,success,,-
randomized-seed2000,randomized,2000,reduced_lighting,10,1151,38.33333206176758,165.63,True,19.53,0.8235,15.018,18.8,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,reduced_lighting,11,951,31.66666603088379,121.87,True,13.87,0.8166,8.259,17.8,1,success,,-
randomized-seed2000,randomized,2000,reduced_lighting,12,1151,38.33333206176758,131.47,True,28.2,0.7946,10.404,10.13,0,grasp_drop,,-
randomized-seed2000,randomized,2000,reduced_lighting,13,1151,38.33333206176758,177.0,True,4.27,0.8186,8.123,34.07,0,contact_no_grasp,,-
randomized-seed2000,randomized,2000,reduced_lighting,14,1150,38.29999923706055,10.1,False,,,,,0,no_departure,,-
randomized-seed2000,randomized,2000,reduced_lighting,15,1148,38.233333587646484,176.84,True,17.83,0.893,11.897,20.4,0,contact_no_grasp,,-
recovery,recovery,1000,different_object,1,1146,38.16666793823242,182.65,True,8.3,0.745,9.53,29.87,0,deliberate_drop,Failed,-
recovery,recovery,1000,different_object,2,771,25.66666603088379,130.26,True,13.43,0.968,10.37,12.23,1,success,,-
recovery,recovery,1000,different_object,3,513,17.066667556762695,156.31,True,3.27,0.9611,9.018,13.8,1,success,,-
recovery,recovery,1000,different_object,4,1151,38.33333206176758,127.85,True,16.07,0.8013,9.549,22.27,0,deliberate_drop,Failed,-
recovery,recovery,1000,different_object,5,483,16.066667556762695,137.99,True,2.37,0.9881,10.675,13.7,1,success,,-
recovery,recovery,1000,different_object,6,448,14.899999618530273,140.7,True,1.97,0.9118,10.225,12.93,1,success,,-
recovery,recovery,1000,different_object,7,1151,38.33333206176758,142.11,True,4.4,0.8911,14.609,33.93,1,success,,-
recovery,recovery,1000,different_object,8,599,19.933332443237305,143.97,True,5.7,0.9091,8.521,14.23,1,success,,-
recovery,recovery,1000,different_object,9,563,18.733333587646484,128.26,True,3.8,0.8763,8.332,14.93,1,success,,-
recovery,recovery,1000,different_object,10,717,23.866666793823242,139.62,True,10.6,0.9284,12.903,13.27,1,success,,-
recovery,recovery,1000,different_object,11,551,18.33333396911621,138.52,True,5.3,0.8856,8.1,13.03,1,success,,-
recovery,recovery,1000,different_object,12,598,19.899999618530273,139.4,True,5.2,0.8642,7.545,14.7,1,success,,-
recovery,recovery,1000,different_object,13,1151,38.33333206176758,133.88,True,3.2,0.7027,8.411,35.13,0,deliberate_drop,Failed,-
recovery,recovery,1000,different_object,14,1145,38.13333511352539,172.59,True,4.33,0.8467,13.03,33.8,0,deliberate_drop,Failed,-
recovery,recovery,1000,different_object,15,654,21.766666412353516,132.94,True,7.03,0.9324,9.905,14.73,1,success,,-
recovery,recovery,1000,distractors,1,474,15.766666412353516,136.33,True,4.0,0.9218,9.518,11.77,1,success,,-
recovery,recovery,1000,distractors,2,442,14.699999809265137,146.25,True,1.67,0.9195,9.81,13.03,1,success,,-
recovery,recovery,1000,distractors,3,485,16.133333206176758,141.54,True,3.97,0.8318,8.628,12.17,1,success,,-
recovery,recovery,1000,distractors,4,451,15.0,135.7,True,1.7,0.9169,9.75,13.3,1,success,,-
recovery,recovery,1000,distractors,5,433,14.399999618530273,145.96,True,1.27,0.9165,10.999,13.13,1,success,,-
recovery,recovery,1000,distractors,6,1151,38.33333206176758,184.37,True,1.83,0.7007,9.7,36.5,0,contact_no_grasp,,-
recovery,recovery,1000,distractors,7,419,13.933333396911621,144.83,True,1.27,0.897,7.728,12.67,1,success,,-
recovery,recovery,1000,distractors,8,394,13.100000381469727,149.23,True,0.87,0.9529,8.93,12.23,1,success,,-
recovery,recovery,1000,distractors,9,1151,38.33333206176758,181.15,True,1.63,0.6941,11.181,36.7,0,contact_no_grasp,,-
recovery,recovery,1000,distractors,10,416,13.833333015441895,147.73,True,1.4,0.9437,7.142,12.43,1,success,,-
recovery,recovery,1000,distractors,11,1001,33.33333206176758,144.02,True,18.8,0.8409,7.475,14.53,1,success,,-
recovery,recovery,1000,distractors,12,498,16.566667556762695,151.4,True,4.1,0.9199,8.212,12.47,1,success,,-
recovery,recovery,1000,distractors,13,586,19.5,152.48,True,5.33,0.8723,8.06,14.17,1,success,,-
recovery,recovery,1000,distractors,14,381,12.666666984558105,144.74,True,0.77,0.9188,9.176,11.9,1,success,,-
recovery,recovery,1000,distractors,15,601,20.0,139.13,True,1.1,0.8933,8.4,18.9,1,success,,-
recovery,recovery,1000,in_distribution,1,1142,38.03333282470703,123.65,True,2.7,0.9701,14.071,35.33,0,deliberate_drop,Failed,-
recovery,recovery,1000,in_distribution,2,489,16.266666412353516,135.96,True,2.3,0.9117,9.895,13.97,1,success,,-
recovery,recovery,1000,in_distribution,3,427,14.199999809265137,135.0,True,1.23,0.9204,8.347,12.97,1,success,,-
recovery,recovery,1000,in_distribution,4,1147,38.20000076293945,167.27,True,6.73,0.8714,7.986,31.47,0,deliberate_drop,Failed,-
recovery,recovery,1000,in_distribution,5,1146,38.16666793823242,188.98,True,0.57,0.71,10.409,37.6,0,deliberate_drop,Failed,-
recovery,recovery,1000,in_distribution,6,1148,38.233333587646484,142.5,True,11.6,0.8343,9.824,26.63,0,deliberate_drop,Failed,-
recovery,recovery,1000,in_distribution,7,1146,38.16666793823242,139.75,True,1.27,0.8329,12.207,36.9,0,grasp_drop,,-
recovery,recovery,1000,in_distribution,8,398,13.233333587646484,137.91,True,1.3,0.9495,8.319,11.93,1,success,,-
recovery,recovery,1000,in_distribution,9,459,15.266666412353516,129.67,True,1.17,0.8811,10.048,14.1,1,success,,-
recovery,recovery,1000,in_distribution,10,451,15.0,130.46,True,1.07,0.92,10.269,13.93,1,success,,-
recovery,recovery,1000,in_distribution,11,499,16.600000381469727,137.36,True,3.23,0.9475,21.227,13.37,1,success,,-
recovery,recovery,1000,in_distribution,12,1144,38.099998474121094,128.3,True,1.27,0.6936,13.583,36.83,0,deliberate_drop,Failed,-
recovery,recovery,1000,in_distribution,13,1143,38.06666564941406,130.98,True,1.37,0.7365,13.734,36.7,0,deliberate_drop,Failed,-
recovery,recovery,1000,in_distribution,14,418,13.899999618530273,139.38,True,1.5,0.8799,10.965,12.4,1,success,,-
recovery,recovery,1000,in_distribution,15,442,14.699999809265137,132.04,True,1.37,0.9256,9.927,13.33,1,success,,-
recovery,recovery,1000,new_positions,1,1151,38.33333206176758,177.21,True,2.43,0.8154,8.612,35.9,0,timeout_other,,E1
recovery,recovery,1000,new_positions,2,1151,38.33333206176758,11.06,False,,,,,0,no_departure,,E1
recovery,recovery,1000,new_positions,3,1151,38.33333206176758,175.3,True,12.07,0.8966,11.72,26.27,0,timeout_other,,E1
recovery,recovery,1000,new_positions,4,1151,38.33333206176758,8.48,False,,,,,0,no_departure,,E2
recovery,recovery,1000,new_positions,5,1151,38.33333206176758,8.51,False,,,,,0,no_departure,,E2
recovery,recovery,1000,new_positions,6,1151,38.33333206176758,172.92,True,4.1,0.8382,10.429,34.23,0,timeout_other,,E2
recovery,recovery,1000,new_positions,7,1151,38.33333206176758,172.09,True,2.2,0.7935,12.332,36.13,0,timeout_other,,E3
recovery,recovery,1000,new_positions,8,1151,38.33333206176758,167.29,True,5.63,0.7597,8.57,32.7,0,contact_no_grasp,,E3
recovery,recovery,1000,new_positions,9,1151,38.33333206176758,161.19,True,4.17,0.706,8.386,34.17,0,contact_no_grasp,,E3
recovery,recovery,1000,new_positions,10,1151,38.33333206176758,162.54,True,15.4,0.7516,8.117,22.93,0,timeout_other,,E4
recovery,recovery,1000,new_positions,11,1151,38.33333206176758,172.14,True,2.83,0.7405,12.418,35.5,0,timeout_other,,E4
recovery,recovery,1000,new_positions,12,1150,38.29999923706055,169.75,True,10.2,0.7699,9.788,28.1,0,timeout_other,,E4
recovery,recovery,1000,new_positions,13,1150,38.29999923706055,183.6,True,3.87,0.8885,12.045,34.43,0,timeout_other,,E5
recovery,recovery,1000,new_positions,14,1137,37.86666488647461,184.89,True,3.7,0.8303,8.486,34.17,0,timeout_other,,E5
recovery,recovery,1000,new_positions,15,1135,37.79999923706055,179.89,True,1.33,0.811,9.19,36.47,0,timeout_other,,E5
recovery,recovery,1000,reduced_lighting,1,1151,38.33333206176758,184.72,True,2.3,0.8444,8.513,36.03,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,2,1150,38.29999923706055,185.98,True,0.97,0.8256,9.293,37.33,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,3,1151,38.33333206176758,127.94,True,7.63,0.8786,8.519,30.7,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,4,1151,38.33333206176758,191.94,True,1.83,0.8525,12.191,36.5,0,grasp_drop,,-
recovery,recovery,1000,reduced_lighting,5,459,15.266666412353516,139.42,True,2.1,0.9161,9.051,13.17,1,success,,-
recovery,recovery,1000,reduced_lighting,6,1151,38.33333206176758,130.68,True,1.03,0.801,9.121,37.3,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,7,479,15.933333396911621,137.67,True,4.0,0.9776,8.374,11.93,1,success,,-
recovery,recovery,1000,reduced_lighting,8,410,13.633333206176758,137.4,True,1.3,0.9597,9.856,12.33,1,success,,-
recovery,recovery,1000,reduced_lighting,9,1144,38.099998474121094,130.89,True,4.33,0.8094,8.975,33.77,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,10,1127,37.53333282470703,151.82,True,5.5,0.7906,9.515,32.03,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,11,502,16.700000762939453,132.93,True,5.3,0.942,7.982,11.4,1,success,,-
recovery,recovery,1000,reduced_lighting,12,582,19.366666793823242,129.61,True,4.03,0.8527,7.398,15.33,1,success,,-
recovery,recovery,1000,reduced_lighting,13,504,16.766666412353516,129.39,True,3.97,0.9547,11.186,12.8,1,success,,-
recovery,recovery,1000,reduced_lighting,14,1149,38.266666412353516,131.69,True,1.2,0.8592,10.851,37.07,0,deliberate_drop,Failed,-
recovery,recovery,1000,reduced_lighting,15,643,21.399999618530273,141.67,True,5.43,0.8816,8.04,15.97,1,success,,-
recovery-seed2000,recovery,2000,different_object,1,1151,38.33333206176758,130.01,True,17.17,0.8289,7.573,21.17,0,grasp_drop,,-
recovery-seed2000,recovery,2000,different_object,2,877,29.200000762939453,151.97,True,5.7,0.8352,12.062,23.5,1,success_after_drop,Succeeded,-
recovery-seed2000,recovery,2000,different_object,3,482,16.03333282470703,134.67,True,2.23,0.9054,8.467,13.8,1,success,,-
recovery-seed2000,recovery,2000,different_object,4,1151,38.33333206176758,135.56,True,2.23,0.7622,11.204,36.1,0,grasp_drop,,-
recovery-seed2000,recovery,2000,different_object,5,801,26.66666603088379,129.89,True,6.97,0.899,8.487,19.7,1,success,,-
recovery-seed2000,recovery,2000,different_object,6,1144,38.099998474121094,143.34,True,8.97,0.8165,8.394,29.13,1,success,,-
recovery-seed2000,recovery,2000,different_object,7,1150,38.29999923706055,165.84,True,2.73,0.8596,7.752,35.57,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,8,1148,38.233333587646484,134.36,True,13.6,0.8278,8.623,24.63,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,9,1151,38.33333206176758,126.93,True,10.23,0.8249,13.767,28.1,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,10,1149,38.266666412353516,131.17,True,3.63,0.766,10.05,34.63,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,11,1150,38.29999923706055,133.84,True,3.07,0.7165,9.782,35.23,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,12,1149,38.266666412353516,139.9,True,6.17,0.7757,11.437,32.1,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,13,1147,38.20000076293945,132.12,True,1.97,0.6419,7.876,36.23,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,different_object,14,951,31.66666603088379,139.98,True,19.07,0.9628,8.089,12.6,1,success,,-
recovery-seed2000,recovery,2000,different_object,15,1148,38.233333587646484,128.95,True,11.33,0.7858,9.893,26.9,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,distractors,1,569,18.933332443237305,130.76,True,3.1,0.8694,9.568,15.83,1,success,,-
recovery-seed2000,recovery,2000,distractors,2,439,14.600000381469727,151.77,True,0.8,0.9147,8.28,13.8,1,success,,-
recovery-seed2000,recovery,2000,distractors,3,451,15.0,140.08,True,1.97,0.8898,9.754,13.03,1,success,,-
recovery-seed2000,recovery,2000,distractors,4,917,30.53333282470703,137.71,True,8.7,0.8887,9.937,21.83,1,success,,-
recovery-seed2000,recovery,2000,distractors,5,626,20.83333396911621,130.48,True,1.63,0.8999,14.064,19.2,1,success,,-
recovery-seed2000,recovery,2000,distractors,6,1150,38.29999923706055,183.98,True,3.03,0.7476,9.231,35.27,0,contact_no_grasp,,-
recovery-seed2000,recovery,2000,distractors,7,419,13.933333396911621,128.65,True,1.27,0.8793,8.772,12.67,1,success,,-
recovery-seed2000,recovery,2000,distractors,8,1151,38.33333206176758,179.56,True,3.3,0.7504,11.317,35.03,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,distractors,9,442,14.699999809265137,132.03,True,1.13,0.848,7.909,13.57,1,success,,-
recovery-seed2000,recovery,2000,distractors,10,451,15.0,131.62,True,2.3,0.8219,7.646,12.7,1,success,,-
recovery-seed2000,recovery,2000,distractors,11,695,23.133333206176758,150.93,True,3.17,0.9524,8.478,19.97,1,success,,-
recovery-seed2000,recovery,2000,distractors,12,435,14.466666221618652,132.96,True,1.1,0.9181,8.755,13.37,1,success,,-
recovery-seed2000,recovery,2000,distractors,13,447,14.866666793823242,136.87,True,1.87,0.8816,8.114,13.0,1,success,,-
recovery-seed2000,recovery,2000,distractors,14,451,15.0,140.09,True,1.4,0.8976,8.656,13.6,1,success,,-
recovery-seed2000,recovery,2000,distractors,15,1151,38.33333206176758,184.69,True,1.97,0.7293,9.919,36.37,0,deliberate_drop,Succeeded,-
recovery-seed2000,recovery,2000,in_distribution,1,752,25.03333282470703,134.14,True,2.43,0.7726,8.017,22.6,1,success_after_drop,Succeeded,-
recovery-seed2000,recovery,2000,in_distribution,2,1150,38.29999923706055,133.04,True,0.93,0.6993,7.644,37.37,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,in_distribution,3,475,15.800000190734863,139.7,True,0.83,0.8329,6.967,14.97,1,success_after_missed_grasp,,-
recovery-seed2000,recovery,2000,in_distribution,4,451,15.0,131.22,True,2.3,0.9083,10.027,12.7,1,success,,-
recovery-seed2000,recovery,2000,in_distribution,5,747,24.866666793823242,127.88,True,2.6,0.7694,10.6,22.27,1,success_after_drop,Succeeded,-
recovery-seed2000,recovery,2000,in_distribution,6,426,14.166666984558105,128.95,True,1.6,0.9551,10.378,12.57,1,success,,-
recovery-seed2000,recovery,2000,in_distribution,7,482,16.03333282470703,129.42,True,3.0,0.8851,7.148,13.03,1,success,,-
recovery-seed2000,recovery,2000,in_distribution,8,1151,38.33333206176758,134.77,True,0.6,0.7071,8.337,37.73,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,in_distribution,9,406,13.5,138.59,True,2.07,0.9308,11.358,11.43,1,success,,-
recovery-seed2000,recovery,2000,in_distribution,10,1008,33.56666564941406,141.19,True,1.5,0.7686,12.888,32.07,1,success_after_missed_grasp,,-
recovery-seed2000,recovery,2000,in_distribution,11,1151,38.33333206176758,128.17,True,1.53,0.6986,8.213,36.8,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,in_distribution,12,1150,38.29999923706055,126.72,True,0.9,0.7328,9.404,37.4,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,in_distribution,13,1150,38.29999923706055,184.47,True,0.93,0.6714,9.041,37.37,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,in_distribution,14,1149,38.266666412353516,130.46,True,0.5,0.7004,9.263,37.77,0,deliberate_drop,Succeeded,-
recovery-seed2000,recovery,2000,in_distribution,15,444,14.766666412353516,126.69,True,1.0,0.8748,10.555,13.77,1,success,,-
recovery-seed2000,recovery,2000,new_positions,1,1151,38.33333206176758,11.35,False,,,,,0,no_departure,,E1
