seed,condition,in_distribution,held_out_mean,generalization_gap
2000,color,0.8,0.7333333333333334,0.06666666666666665
2000,recovery,0.6,0.36666666666666664,0.23333333333333334
2000,randomized,0.4,0.11666666666666667,0.2833333333333333
2000,clean,1.0,0.5166666666666667,0.4833333333333333
